Company Name,Model,price,km,Owner,Car Age,fuel,location,Model_rank,fuel_rank
Honda,City,435000,36000,1,11,Petrol,Ahmedabad,9,5
Honda,Accord,350000,56000,1,12,Petrol,Mumbai,119,5
Honda,Accord,900000,37000,2,11,Petrol,Chennai,119,5
Honda,City,690000,69000,1,6,Petrol,Ahmedabad,9,5
Honda,City,699000,25391,1,4,Petrol,Kolkata,9,5
Honda,City,181000,50254,1,13,Petrol,Mumbai,9,5
Honda,Amaze,390000,130668,1,6,Petrol,Gurgaon,30,5
Honda,City,750000,42000,1,5,Petrol,Delhi,9,5
Honda,City,410000,66000,2,10,Petrol,Delhi,9,5
Honda,Amaze,600000,23000,1,3,Petrol,Delhi,30,5
Honda,City,190000,80000,1,13,Petrol,Mumbai,9,5
Honda,Amaze,660000,5000,1,3,Petrol,Delhi,30,5
Honda,City,890000,22000,1,5,Petrol,Mumbai,9,5
Honda,City,551000,57954,1,6,Petrol,Kolkata,9,5
Honda,Amaze,365000,57508,1,8,Petrol,Mumbai,30,5
Honda,Jazz,775000,24567,1,3,Petrol,Coimbatore,51,5
Honda,Brio,285000,33971,1,8,Petrol,Thane,97,5
Honda,City,1090000,25000,1,2,Petrol,Delhi,9,5
Honda,City,340000,137000,1,12,Petrol,Chennai,9,5
Honda,City,755000,32000,1,4,Petrol,Mumbai,9,5
Honda,City,990000,35000,1,4,Diesel,Mumbai,9,6
Honda,Amaze,410000,45990,1,7,Petrol,Delhi,30,5
Honda,Accord,400000,51000,1,11,Petrol,Mumbai,119,5
Honda,Brio,540000,40000,1,4,Petrol,Chennai,97,5
Honda,City,355000,72259,1,10,Petrol,Mumbai,9,5
Honda,Amaze,550000,63000,1,6,Diesel,Bhopal,30,6
Honda,Civic,215000,85000,2,13,Petrol,Delhi,91,5
Honda,Brio,365000,20000,1,8,Petrol,Mumbai,97,5
Honda,City,180000,55000,1,13,Petrol,Kolkata,9,5
Honda,City,890000,54059,1,5,Petrol,Delhi,9,5
Honda,Civic,195000,55000,2,14,Petrol,Mumbai,91,5
Honda,Accord,355000,60000,2,12,Petrol,Pune,119,5
Honda,City,450000,84397,1,10,Petrol,Bangalore,9,5
Honda,City,395000,90000,1,11,Petrol,Mumbai,9,5
Honda,Amaze,351000,65000,1,8,Diesel,Ahmedabad,30,6
Honda,Jazz,690000,14573,1,2,Petrol,Jaipur,51,5
Honda,CR-V,575000,100000,2,10,Petrol,Mumbai,102,5
Honda,Jazz,725000,46871,1,5,Petrol,Hyderabad,51,5
Honda,Amaze,410000,31000,1,7,Petrol,Mumbai,30,5
Honda,City,600000,76700,1,6,Petrol,Navi Mumbai,9,5
Honda,City,635000,85000,1,7,Diesel,Thane,9,6
Honda,City,1195000,31000,1,4,Petrol,Hyderabad,9,5
Honda,BR-V,1050000,13250,1,3,Petrol,Mumbai,121,5
Honda,City,925000,27800,1,3,Petrol,Chennai,9,5
Honda,City,599000,83606,1,8,Petrol,Bangalore,9,5
Honda,City,635000,68646,2,7,Petrol,Bangalore,9,5
Honda,Amaze,920000,5700,1,2,Diesel,Mumbai,30,6
Honda,City,845000,25740,1,4,Petrol,Bangalore,9,5
Honda,City,440000,80426,1,9,Petrol,Nashik,9,5
Honda,City,625000,65000,1,7,Diesel,Ahmedabad,9,6
Honda,Amaze,495000,32385,1,7,Petrol,Bangalore,30,5
Honda,Amaze,565000,60510,1,6,Petrol,Bangalore,30,5
Honda,Jazz,599000,50000,1,5,Petrol,Mumbai,51,5
Honda,Brio,425000,50000,1,7,Petrol,Pune,97,5
Honda,WR-V,749000,41308,1,3,Petrol,Delhi,76,5
Honda,Brio,251000,70000,1,8,Petrol,Kolkata,97,5
Honda,Brio,280000,66176,2,9,Petrol,Noida,97,5
Honda,Amaze,800000,4514,1,2,Petrol,Coimbatore,30,5
Honda,Civic,275000,58000,1,12,Petrol,Mumbai,91,5
Honda,City,825000,20000,1,4,Petrol,Kolkata,9,5
Honda,WR-V,890000,6500,1,2,Petrol,Ahmedabad,76,5
Honda,City,1190000,15000,1,3,Petrol,Ahmedabad,9,5
Honda,Amaze,825000,8900,1,2,Petrol,Chennai,30,5
Honda,Amaze,420000,36000,1,6,Petrol,Delhi,30,5
Honda,City,275000,71000,2,13,Petrol,Chennai,9,5
Honda,Mobilio,585000,26788,1,7,Petrol,Mumbai,138,5
Honda,Amaze,320000,50000,1,7,Petrol,Kolkata,30,5
Honda,City,650000,58243,1,7,Diesel,Bhopal,9,6
Honda,Amaze,626400,61198,1,5,Diesel,Hyderabad,30,6
Honda,Amaze,430000,189000,1,7,Diesel,Coimbatore,30,6
Honda,Jazz,680000,16839,1,3,Petrol,Chennai,51,5
Honda,Amaze,570000,13990,1,5,Petrol,Bangalore,30,5
Honda,City,875000,30500,1,4,Petrol,Kolkata,9,5
Honda,City,551000,56000,1,7,Petrol,Mumbai,9,5
Honda,Brio,315000,92800,3,7,Petrol,Coimbatore,97,5
Honda,Amaze,465000,40000,1,6,Petrol,Hyderabad,30,5
Honda,City,549000,75480,1,5,Diesel,Faridabad,9,6
Honda,WR-V,725000,30000,1,4,Diesel,Kolkata,76,6
Honda,City,350000,72200,1,11,Petrol,Nagpur,9,5
Honda,Civic,1800000,12000,1,2,Petrol,Kolkata,91,5
Honda,Amaze,475000,43000,1,4,Diesel,Kolkata,30,6
Honda,Civic,335000,109978,2,14,Petrol,Kollam,91,5
Honda,Brio,425000,69738,1,7,Petrol,Hyderabad,97,5
Honda,Jazz,650000,34311,1,5,Diesel,Nashik,51,6
Honda,City,885000,39000,1,4,Petrol,Mumbai,9,5
Honda,City,720000,33000,1,5,Petrol,Chennai,9,5
Honda,Jazz,595000,7622,1,6,Petrol,Mumbai,51,5
Honda,City,825000,25000,1,5,Petrol,Mumbai,9,5
Honda,Amaze,510000,45123,1,5,Petrol,Thane,30,5
Honda,City,775000,15000,1,5,Petrol,Mumbai,9,5
Honda,Accord,545000,75000,1,8,Petrol,Mumbai,119,5
Honda,WR-V,790000,69000,1,4,Diesel,Ahmedabad,76,6
Honda,Amaze,875000,45000,1,3,Diesel,Pune,30,6
Honda,Brio,275000,99000,2,9,Petrol,Pune,97,5
Honda,Amaze,750000,31000,1,2,Petrol,Ahmedabad,30,5
Honda,Brio,435000,37000,1,8,Petrol,Mumbai,97,5
Honda,Jazz,545000,39000,1,5,Petrol,Mumbai,51,5
Honda,Civic,2100000,15000,1,2,Petrol,Coimbatore,91,5
Honda,Jazz,330000,92000,2,9,Petrol,Jaipur,51,5
Honda,Amaze,825000,18501,1,3,Petrol,Bangalore,30,5
Honda,City,1575000,3000,1,1,Petrol,Mumbai,9,5
Honda,CR-V,1275000,35000,2,7,Petrol,Mumbai,102,5
Honda,Jazz,625000,68000,1,5,Diesel,Pune,51,6
Honda,City,845000,26000,1,4,Petrol,Mumbai,9,5
Honda,Jazz,595000,67590,1,6,Petrol,Nashik,51,5
Honda,Civic,350000,49208,2,12,Petrol,Jaipur,91,5
Honda,Brio,365000,30000,2,6,Petrol,Noida,97,5
Honda,Jazz,285000,54000,1,11,Petrol,Noida,51,5
Honda,City,225000,77500,2,13,Petrol,Thane,9,5
Honda,Brio,325000,39000,2,9,Petrol,Nagpur,97,5
Honda,Brio,421200,23748,1,8,Petrol,Hyderabad,97,5
Honda,Jazz,583200,76418,1,6,Diesel,Hyderabad,51,6
Honda,Brio,485000,27000,1,4,Petrol,Hyderabad,97,5
Honda,Amaze,690000,28000,1,5,Petrol,Ahmedabad,30,5
Honda,City,465000,71000,1,10,Petrol,Hyderabad,9,5
Honda,Amaze,890000,3883,1,0,Diesel,Ahmedabad,30,6
Honda,City,595000,49000,1,7,Petrol,Mumbai,9,5
Honda,Brio,595000,19905,1,3,Petrol,Hyderabad,97,5
Honda,WR-V,950000,50000,1,3,Diesel,Pune,76,6
Honda,Amaze,325000,62000,2,8,Diesel,Delhi,30,6
Honda,Jazz,600000,91623,1,5,Diesel,Bangalore,51,6
Honda,Brio,375000,40000,1,7,Petrol,Hyderabad,97,5
Honda,Jazz,765000,20434,1,3,Petrol,Pune,51,5
Honda,CR-V,1070000,60000,1,7,Petrol,Mumbai,102,5
Honda,City,185000,123000,3,14,Petrol,Thane,9,5
Honda,City,685000,69915,2,5,Diesel,Mumbai,9,6
Honda,BR-V,695000,21000,1,5,Diesel,Kolkata,121,6
Honda,City,575000,84000,2,7,Petrol,Bhopal,9,5
Honda,City,685000,30016,1,6,Petrol,Pune,9,5
Honda,Amaze,460000,77000,1,6,Diesel,Pune,30,6
Honda,City,865000,26663,1,5,Petrol,Bangalore,9,5
Honda,City,626000,59354,1,5,Diesel,Kolkata,9,6
Honda,City,525000,51000,1,6,Diesel,Mumbai,9,6
Honda,CR-V,1130111,60121,1,7,Petrol,Mumbai,102,5
Honda,City,158000,83577,2,15,Petrol,Mumbai,9,5
Honda,BR-V,815000,57200,1,5,Petrol,Mumbai,121,5
Honda,Civic,375000,52000,1,10,Petrol,Jamshedpur,91,5
Honda,WR-V,950000,16762,2,2,Diesel,Navi Mumbai,76,6
Honda,City,1019000,45535,1,2,Petrol,Kolkata,9,5
Honda,City,230000,81844,2,13,Petrol,Pune,9,5
Honda,WR-V,899000,89699,1,3,Diesel,Nashik,76,6
Honda,City,345000,119265,1,12,Petrol,Pune,9,5
Honda,BR-V,775000,62000,1,5,Diesel,Hyderabad,121,6
Honda,Jazz,685000,34000,1,3,Petrol,Chennai,51,5
Honda,City,345000,93000,1,12,Petrol,Hyderabad,9,5
Honda,Amaze,600000,50000,1,5,Diesel,Coimbatore,30,6
Honda,City,820000,63506,1,5,Petrol,Hyderabad,9,5
Honda,CR-V,545000,47000,1,10,Petrol,Delhi,102,5
Honda,WR-V,875000,8900,1,3,Petrol,Delhi,76,5
Honda,Jazz,490000,40000,1,5,Petrol,Mumbai,51,5
Honda,Amaze,480000,109720,1,6,Petrol,Aurangabad,30,5
Honda,Civic,300000,65500,2,12,Petrol,Mumbai,91,5
Honda,WR-V,795000,12000,1,3,Petrol,Hyderabad,76,5
Honda,City,600000,48000,1,4,Petrol,Kolkata,9,5
Honda,City,745000,54000,1,6,Petrol,Mumbai,9,5
Honda,City,979000,5500,1,3,Petrol,Delhi,9,5
Honda,City,120000,61000,1,15,Petrol,Mumbai,9,5
Honda,City,725000,38000,2,7,Petrol,Mumbai,9,5
Honda,City,1275000,25000,1,2,Petrol,Mumbai,9,5
Honda,City,1270000,47000,1,4,Diesel,Coimbatore,9,6
Honda,Brio,490000,40000,2,5,Petrol,Delhi,97,5
Honda,City,1185000,15398,1,2,Petrol,Hyderabad,9,5
Honda,Amaze,499000,64046,1,7,Diesel,Bangalore,30,6
Honda,Civic,455000,39000,1,10,Petrol,Mumbai,91,5
Honda,City,625000,36574,1,5,Petrol,Pune,9,5
Honda,City,185000,75255,2,15,Petrol,Bhopal,9,5
Honda,Amaze,795000,27000,1,3,Diesel,Mumbai,30,6
Honda,BR-V,1075000,17000,1,3,Petrol,Mumbai,121,5
Honda,City,695000,44121,2,5,Petrol,Bangalore,9,5
Honda,Jazz,825000,26139,1,3,Petrol,Bangalore,51,5
Honda,City,260000,121000,3,15,Petrol,Coimbatore,9,5
Honda,Jazz,460000,33000,1,5,Diesel,Kolkata,51,6
Honda,Accord,421000,48003,1,11,Petrol,Mumbai,119,5
Honda,Accord,625000,67000,2,9,Petrol,Delhi,119,5
Honda,Brio,415000,25000,1,5,Petrol,Pune,97,5
Honda,Civic,320000,80001,2,11,Petrol,Gurgaon,91,5
Honda,City,575000,73000,2,6,Diesel,Chennai,9,6
Honda,Jazz,625000,35000,1,6,Petrol,Pune,51,5
Honda,Brio,275000,64173,2,9,Petrol,Ghaziabad,97,5
Honda,Jazz,590000,14500,2,4,Petrol,Coimbatore,51,5
Honda,Amaze,825000,15018,1,3,Diesel,Bangalore,30,6
Honda,Brio,325000,35665,1,8,Petrol,Pune,97,5
Honda,Civic,185000,76400,1,14,Petrol,Mumbai,91,5
Honda,Mobilio,590000,86313,1,6,Diesel,Nashik,138,6
Honda,City,491000,22000,1,9,Petrol,Kolkata,9,5
Honda,Jazz,845000,18000,1,2,Petrol,Jaipur,51,5
Honda,Jazz,595000,15000,1,4,Petrol,Mumbai,51,5
Honda,Mobilio,555000,55901,1,7,Petrol,Mumbai,138,5
Honda,Amaze,475000,55000,1,6,Petrol,Mumbai,30,5
Honda,Jazz,294000,54000,1,8,Petrol,Kolkata,51,5
Honda,Jazz,675000,32000,1,5,Petrol,Pune,51,5
Honda,CR-V,280000,123000,1,17,Petrol,Hyderabad,102,5
Honda,Jazz,475000,18000,1,6,Petrol,Mumbai,51,5
Honda,City,680000,99928,1,5,Petrol,Chennai,9,5
Honda,City,475000,75000,1,6,Diesel,Kolkata,9,6
Honda,City,755000,35093,1,3,Diesel,Kolkata,9,6
Honda,Brio,275000,64173,2,9,Petrol,Gurgaon,97,5
Honda,City,775000,42000,1,6,Petrol,Mumbai,9,5
Honda,City,600000,28000,1,7,Petrol,Pune,9,5
Honda,Amaze,665000,39000,1,2,Petrol,Delhi,30,5
Honda,Civic,380000,66000,1,13,Petrol,Hyderabad,91,5
Honda,City,925000,19000,1,4,Petrol,Delhi,9,5
Honda,Amaze,780000,31245,1,2,Diesel,Coimbatore,30,6
Honda,Amaze,800000,10000,1,3,Petrol,Chennai,30,5
Honda,Amaze,349000,67000,1,7,Diesel,Delhi,30,6
Honda,Jazz,635000,31000,2,5,Petrol,Pune,51,5
Honda,City,699000,55000,1,5,Petrol,Kolkata,9,5
Honda,Amaze,625000,57000,1,3,Diesel,Ahmedabad,30,6
Honda,BR-V,798000,58000,1,5,Petrol,Mumbai,121,5
Honda,Amaze,450000,74000,1,7,Petrol,Hyderabad,30,5
Honda,City,535000,101000,1,7,Petrol,Pune,9,5
Hyundai,Verna,485000,64626,2,9,Diesel,Bhopal,29,6
Hyundai,Creta,1135000,44000,1,3,Diesel,Hyderabad,11,6
Hyundai,i10,313200,68289,1,10,Petrol,Hyderabad,58,5
Hyundai,Santro,245000,62043,1,11,Petrol,Hyderabad,128,5
Hyundai,Elantra,1475000,41214,1,4,Petrol,Bangalore,73,5
Hyundai,Santro,199000,52234,1,8,Petrol,Kolkata,128,5
Hyundai,i20,350000,68524,2,9,Diesel,Surat,56,6
Hyundai,Elite,826200,22676,1,3,Petrol,Hyderabad,19,5
Hyundai,Creta,2090000,3000,1,1,Diesel,Mumbai,11,6
Hyundai,Grand,525000,67950,1,7,Petrol,Coimbatore,22,5
Hyundai,i10,325000,73000,1,10,Petrol,Chennai,58,5
Hyundai,Grand,540000,15329,1,2,Petrol,Jaipur,22,5
Hyundai,Elite,800000,21963,1,4,Petrol,Bangalore,19,5
Hyundai,Elite,610000,61530,1,4,Diesel,Surat,19,6
Hyundai,i20,585000,61456,1,6,Petrol,Navi Mumbai,56,5
Hyundai,Elite,640000,67115,1,5,Diesel,Navi Mumbai,19,6
Hyundai,Creta,1400000,37164,1,4,Diesel,Hyderabad,11,6
Hyundai,Elite,695000,48427,2,4,Petrol,Hyderabad,19,5
Hyundai,i10,250000,63000,1,9,Petrol,Delhi,58,5
Hyundai,i10,325000,50000,1,9,Petrol,Chennai,58,5
Hyundai,i10,399000,73923,1,6,Petrol,Bangalore,58,5
Hyundai,i20,225000,50000,1,12,Petrol,Mumbai,56,5
Hyundai,Verna,1085000,8450,1,2,Petrol,Pune,29,5
Hyundai,Verna,229000,55608,2,10,Petrol,Kolkata,29,5
Hyundai,Santa,1199000,58300,1,7,Diesel,Ahmedabad,85,6
Hyundai,i20,425000,74180,2,8,Petrol,Coimbatore,56,5
Hyundai,i20,525000,77875,1,6,Petrol,Thane,56,5
Hyundai,i20,289000,43412,1,9,Petrol,Kolkata,56,5
Hyundai,Santa,750000,61521,1,10,Diesel,Mumbai,85,6
Hyundai,Elantra,775000,59000,1,5,Diesel,Pune,73,6
Hyundai,Verna,1075000,46619,2,4,Diesel,Mumbai,29,6
Hyundai,Grand,495000,26000,1,4,Petrol,Mumbai,22,5
Hyundai,Verna,690000,62630,2,6,Petrol,Delhi,29,5
Hyundai,Creta,875000,60000,1,5,Petrol,Delhi,11,5
Hyundai,i10,315000,57000,1,10,Petrol,Hyderabad,58,5
Hyundai,Verna,995000,60000,1,3,Diesel,Mumbai,29,6
Hyundai,Grand,611000,32000,1,3,Petrol,Mumbai,22,5
Hyundai,Santro,585000,13000,1,2,Petrol,Mumbai,128,5
Hyundai,Creta,740000,48971,2,5,Petrol,Ghaziabad,11,5
Hyundai,Grand,485000,58331,1,6,Petrol,Noida,22,5
Hyundai,Elite,600000,70000,1,6,Diesel,Chennai,19,6
Hyundai,Elite,845000,22134,2,1,Petrol,Bangalore,19,5
Hyundai,Elantra,1690000,29800,1,3,Petrol,Chennai,73,5
Hyundai,Grand,550000,19500,1,4,Petrol,Delhi,22,5
Hyundai,Grand,325000,39000,1,8,Diesel,Kolkata,22,6
Hyundai,i10,290000,43000,1,9,Petrol,Ahmedabad,58,5
Hyundai,Verna,750000,116070,1,4,Diesel,Aurangabad,29,6
Hyundai,Verna,685000,47455,1,5,Petrol,Mumbai,29,5
Hyundai,Elite,735000,23023,2,4,Petrol,Bangalore,19,5
Hyundai,i20,325000,78000,1,10,Diesel,Mumbai,56,6
Hyundai,Elite,469000,46204,1,6,Petrol,Kolkata,19,5
Hyundai,Elite,690000,66700,1,5,Diesel,Hyderabad,19,6
Hyundai,Xcent,330000,50000,1,7,Petrol,Kolkata,96,5
Hyundai,Grand,565000,14980,1,3,Petrol,Chennai,22,5
Hyundai,Elite,579000,55455,1,6,Petrol,Delhi,19,5
Hyundai,Creta,1145000,69600,1,5,Diesel,Hyderabad,11,6
Hyundai,Elite,585000,32667,1,3,Petrol,Delhi,19,5
Hyundai,i20,385000,54000,1,8,Petrol,Delhi,56,5
Hyundai,Elite,600000,30000,1,6,Petrol,Delhi,19,5
Hyundai,i20,310000,102123,1,11,Diesel,Thane,56,6
Hyundai,Eon,315000,31000,1,4,Petrol,Delhi,114,5
Hyundai,Elite,575000,41000,1,5,Petrol,Mumbai,19,5
Hyundai,Verna,745000,48014,1,4,Diesel,Bangalore,29,6
Hyundai,i20,525000,35000,2,6,Petrol,Mumbai,56,5
Hyundai,Verna,499000,61203,1,8,Diesel,Thane,29,6
Hyundai,Santro,150000,65000,1,14,Petrol,Bhopal,128,5
Hyundai,Elite,625000,38943,1,3,Diesel,Noida,19,6
Hyundai,Creta,975000,53000,1,3,Diesel,Chennai,11,6
Hyundai,Santro,180000,78000,1,14,Petrol,Hyderabad,128,5
Hyundai,Grand,565000,27000,1,4,Petrol,Pune,22,5
Hyundai,Elite,775000,22700,1,3,Petrol,Pune,19,5
Hyundai,i10,235000,63000,2,9,Petrol,Delhi,58,5
Hyundai,Grand,500000,25000,1,2,Petrol,Pune,22,5
Hyundai,Elite,590000,64123,1,6,Diesel,Thane,19,6
Hyundai,Elite,675000,36000,1,4,Petrol,Pune,19,5
Hyundai,Eon,229991,63878,1,7,Petrol,Kolkata,114,5
Hyundai,Grand,560000,37776,1,5,Petrol,Bangalore,22,5
Hyundai,Elite,560000,91270,1,7,Diesel,Mumbai,19,6
Hyundai,Creta,1080000,49000,1,5,Diesel,Chennai,11,6
Hyundai,Verna,595000,31000,1,7,Diesel,Mumbai,29,6
Hyundai,Elite,780000,32600,1,2,Petrol,Bhopal,19,5
Hyundai,Elite,750000,24000,1,3,Diesel,Mumbai,19,6
Hyundai,Creta,875000,40000,1,3,Petrol,Chennai,11,5
Hyundai,Eon,310000,14000,1,4,Petrol,Delhi,114,5
Hyundai,Creta,1085000,21000,1,2,Diesel,Delhi,11,6
Hyundai,i10,275000,112000,1,9,Petrol,Noida,58,5
Hyundai,Xcent,620000,25666,1,3,Diesel,Ahmedabad,96,6
Hyundai,i10,170000,64459,2,13,Petrol,Gurgaon,58,5
Hyundai,i10,275000,77012,2,11,Petrol,Bangalore,58,5
Hyundai,Verna,245000,87000,1,13,Diesel,Bhopal,29,6
Hyundai,Elantra,1150000,18000,1,3,Petrol,Kolkata,73,5
Hyundai,Eon,225000,95967,1,8,Petrol,Thane,114,5
Hyundai,Venue,1250000,4800,1,1,Petrol,Delhi,83,5
Hyundai,i10,300000,62441,1,6,Petrol,Ghaziabad,58,5
Hyundai,Creta,825000,59000,1,4,Petrol,Delhi,11,5
Hyundai,Xcent,595000,17000,1,4,Petrol,Coimbatore,96,5
Hyundai,Santa,700000,72350,1,10,Diesel,Hyderabad,85,6
Hyundai,Grand,500000,38066,1,3,Petrol,Gurgaon,22,5
Hyundai,Elantra,1749000,22886,1,3,Diesel,Bangalore,73,6
Hyundai,i10,360000,80000,1,5,Petrol,Jaipur,58,5
Hyundai,Grand,520000,53010,2,6,Petrol,Pune,22,5
Hyundai,Creta,740000,48963,2,5,Petrol,Ghaziabad,11,5
Hyundai,Grand,565000,31101,1,5,Petrol,Thane,22,5
Hyundai,Creta,825000,77000,1,6,Diesel,Delhi,11,6
Hyundai,i20,795000,20338,1,4,Petrol,Bangalore,56,5
Hyundai,i20,350000,88313,1,9,Petrol,Pune,56,5
Hyundai,Elite,560000,112000,1,5,Diesel,Jaipur,19,6
Hyundai,i20,260000,112446,1,12,Petrol,Mumbai,56,5
Hyundai,Santa,593000,80000,2,10,Diesel,Mumbai,85,6
Hyundai,Elite,710000,44953,1,5,Diesel,Bangalore,19,6
Hyundai,Creta,1410000,16000,1,3,Petrol,Mumbai,11,5
Hyundai,Verna,1050000,5300,1,3,Petrol,Delhi,29,5
Hyundai,Verna,1125000,45830,1,4,Diesel,Thane,29,6
Hyundai,Creta,1350000,14000,1,2,Petrol,Mumbai,11,5
Hyundai,Santa,1195000,50000,2,7,Diesel,Vadodara,85,6
Hyundai,Verna,1365000,15000,1,2,Diesel,Mumbai,29,6
Hyundai,Creta,1575000,33000,1,3,Diesel,Hyderabad,11,6
Hyundai,Grand,508397,45846,1,5,Petrol,Bangalore,22,5
Hyundai,Santro,250000,76000,2,10,Petrol,Pune,128,5
Hyundai,Verna,1475000,7000,1,1,Diesel,Delhi,29,6
Hyundai,Venue,1175000,32000,1,2,Petrol,Mumbai,83,5
Hyundai,Creta,875000,48403,1,5,Petrol,Mumbai,11,5
Hyundai,i20,380000,58000,1,8,Petrol,Mumbai,56,5
Hyundai,Fluidic,599000,35000,1,6,Petrol,Kolkata,181,5
Hyundai,Venue,1199000,4478,1,2,Petrol,Bangalore,83,5
Hyundai,Verna,395000,43463,1,10,Petrol,Bangalore,29,5
Hyundai,Elite,675000,70000,1,4,Diesel,Ahmedabad,19,6
Hyundai,i20,449000,87287,2,8,Diesel,Hyderabad,56,6
Hyundai,Creta,1075000,98340,1,5,Petrol,Hyderabad,11,5
Hyundai,Creta,1499000,6800,1,2,Petrol,Mumbai,11,5
Hyundai,Elite,845000,12773,1,2,Petrol,Bangalore,19,5
Hyundai,Verna,495000,89359,1,9,Diesel,Hyderabad,29,6
Hyundai,Creta,935000,53827,1,4,Diesel,Bhopal,11,6
Hyundai,Grand,615000,23392,1,3,Petrol,Bangalore,22,5
Hyundai,i20,490000,38000,1,7,Diesel,Ahmedabad,56,6
